Filename	Geneset	logFC	AveExpr	t	P.Value	adj.P.Val	B
cluster_10_pathway_stranded.tsv	HALLMARK_KRAS_SIGNALING_DN	0.26346248276418793	-0.0026447913749005954	9.652464097504046	7.140205006506776e-21	2.2134635520171006e-19	36.516882437933425
cluster_10_pathway_stranded.tsv	HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.29482567785149244	-0.04224113107542587	-6.93246196080509	8.841512626104563e-12	1.3704344570462072e-10	15.957552841172342
cluster_10_pathway_stranded.tsv	HALLMARK_E2F_TARGETS	-0.49450929511223435	-0.06944216485129559	-6.163236335211827	1.1560392657792197e-9	1.1945739079718605e-8	11.209012452095626
cluster_10_pathway_stranded.tsv	HALLMARK_G2M_CHECKPOINT	-0.4525053951100344	-0.07432649009424426	-6.091894060101728	1.7720058201566121e-9	1.3733045106213743e-8	10.794035785013355
cluster_10_pathway_stranded.tsv	KEGG_SPLICEOSOME	-0.3779821482593011	-0.025832063398125393	-5.221640011523561	2.291539547680209e-7	1.3998985942787352e-6	6.0891064221810325
cluster_10_pathway_stranded.tsv	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.3767549504898388	-0.013576822294538047	5.189420067202884	2.709481150216907e-7	1.3998985942787352e-6	5.927768040276071
cluster_10_pathway_stranded.tsv	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.3193579881852936	-0.027083402132459897	-5.1125239050852676	4.0267125863199733e-7	1.7832584310845597e-6	5.54647865945088
cluster_10_pathway_stranded.tsv	HALLMARK_MYC_TARGETS_V2	-0.36346892338385933	-0.04659709111560064	-5.081669091161415	4.713726971681893e-7	1.8265692015267336e-6	5.3949782162415705
cluster_10_pathway_stranded.tsv	HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.40647141631379147	-0.005924587985299194	-4.916947409995622	1.0777080462666344e-6	3.6824498785218002e-6	4.600697322589827
cluster_10_pathway_stranded.tsv	HALLMARK_HEDGEHOG_SIGNALING	0.21538931633724098	-0.029965229194326776	4.897241867552183	1.1878870575876774e-6	3.6824498785218002e-6	4.507320688504182
cluster_10_pathway_stranded.tsv	HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.3463729291935837	-0.0050237002889362	-4.807011524145949	1.8469666955607134e-6	5.2050879602165566e-6	4.084254893510851
cluster_10_pathway_stranded.tsv	HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.3573999197226101	-0.009377647481017458	-4.6397488893778265	4.10753331034546e-6	1.0611127718392439e-5	3.3196099100860756
cluster_10_pathway_stranded.tsv	HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.30969299859871796	-0.024159116601040045	-4.3747437321162	1.3855657831560458e-5	3.0726448745683005e-5	2.160611719290106
cluster_10_pathway_stranded.tsv	HALLMARK_DNA_REPAIR	-0.24971232416630104	-0.035176868269414234	-4.3744081611715835	1.387646072385684e-5	3.0726448745683005e-5	2.159185104413565
cluster_10_pathway_stranded.tsv	HALLMARK_P53_PATHWAY	-0.2117195324173441	-0.029089047594104037	-4.0292342779048544	6.158880669186452e-5	1.2728353382985335e-4	0.7470483599555404
cluster_10_pathway_stranded.tsv	HALLMARK_MYC_TARGETS_V1	-0.29808861630115757	-0.028476528053950557	-3.8555509326182276	1.2524343219718782e-4	2.426591498820514e-4	0.07852096890021887
cluster_10_pathway_stranded.tsv	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.20944423312919316	-0.03232206059873259	-3.531696405549746	4.3781478138383233e-4	7.98368130758753e-4	-1.0922289898008746
cluster_10_pathway_stranded.tsv	HALLMARK_IL2_STAT5_SIGNALING	-0.1955720239742233	-0.021598602367889266	-3.4223958480434296	6.539428393734962e-4	0.0011262348900321325	-1.464950485666506
cluster_10_pathway_stranded.tsv	HALLMARK_APOPTOSIS	-0.18614573708716364	-0.028890127099596832	-3.345598534762226	8.613800208707787e-4	0.0014054095077365336	-1.7200382406977504
cluster_10_pathway_stranded.tsv	HALLMARK_TGF_BETA_SIGNALING	-0.18472377730392253	-0.03639208293487192	-3.186514537400198	0.0014988781078268919	0.0023232610671316827	-2.2305493175674496
cluster_10_pathway_stranded.tsv	HALLMARK_MITOTIC_SPINDLE	-0.13263907339888464	-0.060262835949099376	-2.9606916513237804	0.0031650641237793487	0.004672237516055229	-2.913609295364358
cluster_10_pathway_stranded.tsv	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.15355237108642938	-0.0339222020107507	2.7299541853419917	0.006480971229112085	0.009132277641021574	-3.560840955862275
cluster_10_pathway_stranded.tsv	HALLMARK_BILE_ACID_METABOLISM	0.11339493496930193	-0.008533333393691628	2.315145124016758	0.02087057685853022	0.028129907939758125	-4.594713854041516
cluster_10_pathway_stranded.tsv	HALLMARK_NOTCH_SIGNALING	-0.11961897784652371	-0.03237432626719774	-2.2662278629912382	0.023717913903457757	0.03063563879196627	-4.705597395283071
cluster_10_pathway_stranded.tsv	HALLMARK_FATTY_ACID_METABOLISM	0.11057234243719107	-0.011619316635881836	2.1128150914353907	0.03494218893055589	0.0433283142738893	-5.03818470875664
cluster_11_pathway_stranded.tsv	HALLMARK_E2F_TARGETS	0.6576523222005027	-0.06944216455778567	8.477288809647987	1.1915883262273617e-16	3.693923811304821e-15	27.025687174058234
cluster_11_pathway_stranded.tsv	HALLMARK_MYC_TARGETS_V2	0.5723970068220049	-0.046597139024337944	8.32764086146792	3.8255242974509713e-16	4.934262675278744e-15	25.881565540357848
cluster_11_pathway_stranded.tsv	HALLMARK_NOTCH_SIGNALING	-0.41557020934407746	-0.03237432355912559	-8.298949664473922	4.775092911560075e-16	4.934262675278744e-15	25.66414321366569
cluster_11_pathway_stranded.tsv	HALLMARK_G2M_CHECKPOINT	0.5943108593461854	-0.07432649029668205	8.261321071723206	6.380591656178995e-16	4.944958533538721e-15	25.379940802869136
cluster_11_pathway_stranded.tsv	HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.6297850757604941	-0.0059245869066839995	-7.903367380707503	9.529148390028947e-15	5.908072001817947e-14	22.73063566431784
cluster_11_pathway_stranded.tsv	HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.5633112803548412	-0.00937767110042385	-7.575734879160635	1.038347693422757e-13	5.364796416017578e-13	20.393121466815263
cluster_11_pathway_stranded.tsv	HALLMARK_BILE_ACID_METABOLISM	-0.3476870068225967	-0.00853333127505159	-7.418262451267663	3.176612851930861e-13	1.4067856915693813e-12	19.299850946401026
cluster_11_pathway_stranded.tsv	HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.4918201685841803	-0.02415909239177432	-7.18235952950999	1.6350449470163659e-12	5.673767762096089e-12	17.69930695459744
cluster_11_pathway_stranded.tsv	HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.5018049726788169	-0.005023698880108244	-7.181276422622842	1.647222898673058e-12	5.673767762096089e-12	17.692062119791455
cluster_11_pathway_stranded.tsv	HALLMARK_IL2_STAT5_SIGNALING	-0.39278023911209636	-0.02159862458860919	-7.136159165027942	2.2419828237915102e-12	6.950146753753682e-12	17.391122846823542
cluster_11_pathway_stranded.tsv	HALLMARK_KRAS_SIGNALING_UP	-0.33137264559459845	-0.025878594031238173	-6.876864188904139	1.2772675787631608e-11	3.5995722674234534e-11	15.69384984921517
